Date,Close
2020-05-14,2852.5
2020-05-15,2863.699951171875
2020-05-18,2953.909912109375
2020-05-19,2922.93994140625
2020-05-20,2971.610107421875
2020-05-21,2948.510009765625
2020-05-22,2955.449951171875
2020-05-26,2991.77001953125
2020-05-27,3036.1298828125
2020-05-28,3029.72998046875
2020-05-29,3044.31005859375
2020-06-01,3055.72998046875
2020-06-02,3080.820068359375
2020-06-03,3122.8701171875
2020-06-04,3112.35009765625
2020-06-05,3193.929931640625
2020-06-08,3232.389892578125
2020-06-09,3207.179931640625
2020-06-10,3190.139892578125
2020-06-11,3002.10009765625
2020-06-12,3041.31005859375
2020-06-15,3066.590087890625
2020-06-16,3124.739990234375
2020-06-17,3113.489990234375
2020-06-18,3115.340087890625
2020-06-19,3097.739990234375
2020-06-22,3117.860107421875
2020-06-23,3131.2900390625
2020-06-24,3050.330078125
2020-06-25,3083.760009765625
2020-06-26,3009.050048828125
2020-06-29,3053.239990234375
2020-06-30,3100.2900390625
2020-07-01,3115.860107421875
2020-07-02,3130.010009765625
2020-07-06,3179.719970703125
2020-07-07,3145.320068359375
2020-07-08,3169.93994140625
2020-07-09,3152.050048828125
2020-07-10,3185.0400390625
2020-07-13,3155.219970703125
2020-07-14,3197.52001953125
2020-07-15,3226.56005859375
2020-07-16,3215.570068359375
2020-07-17,3224.72998046875
2020-07-20,3251.840087890625
2020-07-21,3257.300048828125
2020-07-22,3276.02001953125
2020-07-23,3235.659912109375
2020-07-24,3215.6298828125
2020-07-27,3239.409912109375
2020-07-28,3218.43994140625
2020-07-29,3258.43994140625
2020-07-30,3246.219970703125
2020-07-31,3271.1201171875
2020-08-03,3294.610107421875
2020-08-04,3306.510009765625
2020-08-05,3327.77001953125
2020-08-06,3349.159912109375
2020-08-07,3351.280029296875
2020-08-10,3360.469970703125
2020-08-11,3333.68994140625
2020-08-12,3380.35009765625
2020-08-13,3373.429931640625
2020-08-14,3372.85009765625
2020-08-17,3381.989990234375
2020-08-18,3389.780029296875
2020-08-19,3374.85009765625
2020-08-20,3385.510009765625
2020-08-21,3397.159912109375
2020-08-24,3431.280029296875
2020-08-25,3443.6201171875
2020-08-26,3478.72998046875
2020-08-27,3484.550048828125
2020-08-28,3508.010009765625
2020-08-31,3500.31005859375
2020-09-01,3526.64990234375
2020-09-02,3580.840087890625
2020-09-03,3455.06005859375
2020-09-04,3426.9599609375
2020-09-08,3331.840087890625
2020-09-09,3398.9599609375
2020-09-10,3339.18994140625
2020-09-11,3340.969970703125
2020-09-14,3383.5400390625
2020-09-15,3401.199951171875
2020-09-16,3385.489990234375
2020-09-17,3357.010009765625
2020-09-18,3319.469970703125
2020-09-21,3281.06005859375
2020-09-22,3315.570068359375
2020-09-23,3236.919921875
2020-09-24,3246.590087890625
2020-09-25,3298.4599609375
2020-09-28,3351.60009765625
2020-09-29,3335.469970703125
2020-09-30,3363.0
2020-10-01,3380.800048828125
2020-10-02,3348.419921875
2020-10-05,3408.60009765625
2020-10-06,3360.969970703125
2020-10-07,3419.43994140625
2020-10-08,3446.830078125
2020-10-09,3477.139892578125
2020-10-12,3534.219970703125
2020-10-13,3511.929931640625
2020-10-14,3488.669921875
2020-10-15,3483.340087890625
2020-10-16,3483.81005859375
2020-10-19,3426.919921875
2020-10-20,3443.1201171875
2020-10-21,3435.56005859375
2020-10-22,3453.489990234375
2020-10-23,3465.389892578125
2020-10-26,3400.969970703125
2020-10-27,3390.679931640625
2020-10-28,3271.030029296875
2020-10-29,3310.110107421875
2020-10-30,3269.9599609375
2020-11-02,3310.239990234375
2020-11-03,3369.159912109375
2020-11-04,3443.43994140625
2020-11-05,3510.449951171875
2020-11-06,3509.43994140625
2020-11-09,3550.5
2020-11-10,3545.530029296875
2020-11-11,3572.659912109375
2020-11-12,3537.010009765625
2020-11-13,3585.14990234375
2020-11-16,3626.909912109375
2020-11-17,3609.530029296875
2020-11-18,3567.7900390625
2020-11-19,3581.8701171875
2020-11-20,3557.5400390625
2020-11-23,3577.590087890625
2020-11-24,3635.409912109375
2020-11-25,3629.64990234375
2020-11-27,3638.35009765625
2020-11-30,3621.6298828125
2020-12-01,3662.449951171875
2020-12-02,3669.010009765625
2020-12-03,3666.719970703125
2020-12-04,3699.1201171875
2020-12-07,3691.9599609375
2020-12-08,3702.25
2020-12-09,3672.820068359375
2020-12-10,3668.10009765625
2020-12-11,3663.4599609375
2020-12-14,3647.489990234375
2020-12-15,3694.6201171875
2020-12-16,3701.169921875
2020-12-17,3722.47998046875
2020-12-18,3709.409912109375
2020-12-21,3694.919921875
2020-12-22,3687.260009765625
2020-12-23,3690.010009765625
2020-12-24,3703.06005859375
2020-12-28,3735.360107421875
2020-12-29,3727.0400390625
2020-12-30,3732.0400390625
2020-12-31,3756.070068359375
2021-01-04,3700.64990234375
2021-01-05,3726.860107421875
2021-01-06,3748.139892578125
2021-01-07,3803.7900390625
2021-01-08,3824.679931640625
2021-01-11,3799.610107421875
2021-01-12,3801.18994140625
2021-01-13,3809.840087890625
2021-01-14,3795.5400390625
2021-01-15,3768.25
2021-01-19,3798.909912109375
2021-01-20,3851.85009765625
2021-01-21,3853.070068359375
2021-01-22,3841.469970703125
2021-01-25,3855.360107421875
2021-01-26,3849.6201171875
2021-01-27,3750.77001953125
2021-01-28,3787.3798828125
2021-01-29,3714.239990234375
2021-02-01,3773.860107421875
2021-02-02,3826.31005859375
2021-02-03,3830.169921875
2021-02-04,3871.739990234375
2021-02-05,3886.830078125
2021-02-08,3915.590087890625
2021-02-09,3911.22998046875
2021-02-10,3909.8798828125
2021-02-11,3916.3798828125
2021-02-12,3934.830078125
2021-02-16,3932.590087890625
2021-02-17,3931.330078125
2021-02-18,3913.969970703125
2021-02-19,3906.7099609375
2021-02-22,3876.5
2021-02-23,3881.3701171875
2021-02-24,3925.429931640625
2021-02-25,3829.340087890625
2021-02-26,3811.14990234375
2021-03-01,3901.820068359375
2021-03-02,3870.2900390625
2021-03-03,3819.719970703125
2021-03-04,3768.469970703125
2021-03-05,3841.93994140625
2021-03-08,3821.35009765625
2021-03-09,3875.43994140625
2021-03-10,3898.81005859375
2021-03-11,3939.340087890625
2021-03-12,3943.340087890625
2021-03-15,3968.93994140625
2021-03-16,3962.7099609375
2021-03-17,3974.1201171875
2021-03-18,3915.4599609375
2021-03-19,3913.10009765625
2021-03-22,3940.590087890625
2021-03-23,3910.52001953125
2021-03-24,3889.139892578125
2021-03-25,3909.52001953125
2021-03-26,3974.5400390625
2021-03-29,3971.090087890625
2021-03-30,3958.550048828125
2021-03-31,3972.889892578125
2021-04-01,4019.8701171875
2021-04-05,4077.909912109375
2021-04-06,4073.93994140625
2021-04-07,4079.949951171875
2021-04-08,4097.169921875
2021-04-09,4128.7998046875
2021-04-12,4127.990234375
2021-04-13,4141.58984375
2021-04-14,4124.66015625
2021-04-15,4170.419921875
2021-04-16,4185.47021484375
2021-04-19,4163.259765625
2021-04-20,4134.93994140625
2021-04-21,4173.419921875
2021-04-22,4134.97998046875
2021-04-23,4180.169921875
2021-04-26,4187.6201171875
2021-04-27,4186.72021484375
2021-04-28,4183.18017578125
2021-04-29,4211.47021484375
2021-04-30,4181.169921875
2021-05-03,4192.66015625
2021-05-04,4164.66015625
2021-05-05,4167.58984375
2021-05-06,4201.6201171875
2021-05-07,4232.60009765625
2021-05-10,4188.43017578125
2021-05-11,4152.10009765625
2021-05-12,4063.0400390625
2021-05-13,4112.5
2021-05-14,4172.93017578125
